main/aqi,components/co,components/no,components/no2,components/o3,components/so2,components/pm2_5,components/pm10,components/nh3,dt,,
2,420.57,0.6,3.3,30.04,1.68,10.84,12.36,2.5,1651888800,07-05-2022 ,2:00:00
2,460.62,0.65,4.2,62.23,2.21,12.98,14.88,3.23,1651892400,07-05-2022 ,3:00:00
1,393.87,0.19,1.03,37.91,1.71,5.99,6.52,1.16,1651896000,07-05-2022 ,4:00:00
1,390.53,0.14,0.84,39.7,1.94,4.9,5.35,1.27,1651899600,07-05-2022 ,5:00:00
1,400.54,0.13,0.9,47.92,2.56,5.06,5.54,1.58,1651903200,07-05-2022 ,6:00:00
1,413.89,0.12,1.04,52.21,3.16,5.72,6.25,1.99,1651906800,07-05-2022 ,7:00:00
1,427.25,0.12,1.35,52.93,3.61,6.76,7.36,2.34,1651910400,07-05-2022 ,8:00:00
1,433.92,0.1,1.91,49.35,3.87,7.41,8.04,2.56,1651914000,07-05-2022 ,9:00:00
2,507.35,0.43,6.94,38.98,4.17,11.07,12.34,5,1651917600,07-05-2022 ,10:00:00
2,654.22,0.86,14.91,52.93,5.54,18.93,21.37,9.88,1651921200,07-05-2022 ,11:00:00
4,814.44,0.39,26.39,65.8,8.58,28.18,31.79,16.97,1651924800,07-05-2022 ,12:00:00
4,988.01,0,42.84,47.21,11.92,37.11,41.92,26.6,1651928400,07-05-2022 ,13:00:00
4,1134.87,0,55.52,26.46,14.54,46.49,52.75,35.97,1651932000,07-05-2022 ,14:00:00
5,1228.33,0.02,61.01,12.16,16.21,54.41,62.24,42.56,1651935600,07-05-2022 ,15:00:00
5,1188.28,0.48,54.15,3.89,14.54,55.36,63.99,39.52,1651939200,07-05-2022 ,16:00:00
4,1041.41,2.24,37.7,0.5,10.01,49.09,57.72,27.61,1651942800,07-05-2022 ,17:00:00
4,854.49,3.74,22.96,0.11,5.48,39.42,47.46,15.83,1651946400,07-05-2022 ,18:00:00
4,747.68,4.58,14.39,0.04,2.86,33.1,40.44,9.12,1651950000,07-05-2022 ,19:00:00
4,680.92,4.58,9.25,0.05,1.83,29.42,35.89,5.89,1651953600,07-05-2022 ,20:00:00
4,594.14,3.52,6.6,0.1,1.4,25.21,30.22,4.37,1651957200,07-05-2022 ,21:00:00
2,494,0.86,5.74,0.5,1.27,18.71,21.48,3.2,1651960800,07-05-2022 ,22:00:00
2,467.3,0.39,4.71,0.6,1.3,17.24,19.58,2.94,1651964400,07-05-2022 ,23:00:00
2,473.98,0.6,4.24,1.15,1.61,17.74,19.98,3.13,1651968000,08-05-2022 ,0:00:00
2,480.65,0.77,4.03,13.23,2.15,17.88,19.92,3.23,1651971600,08-05-2022 ,1:00:00
3,547.41,0.75,5.06,48.64,3.28,22.32,24.94,4.37,1651975200,08-05-2022 ,2:00:00
4,687.6,0.58,5.31,97.27,5.42,31.78,35.16,5.95,1651978800,08-05-2022 ,3:00:00
2,507.35,0.22,1.61,61.51,5.96,15.02,16.24,2.63,1651982400,08-05-2022 ,4:00:00
2,473.98,0.17,1.18,57.94,4.77,11.49,12.53,2.44,1651986000,08-05-2022 ,5:00:00
2,467.3,0.15,1.08,60.8,4.35,10.55,11.63,2.5,1651989600,08-05-2022 ,6:00:00
1,447.27,0.14,0.97,60.08,3.55,9.13,10.38,2.28,1651993200,08-05-2022 ,7:00:00
1,423.91,0.14,0.95,58.65,2.83,8.14,9.77,2.03,1651996800,08-05-2022 ,8:00:00
1,413.89,0.15,1.04,57.94,2.65,7.76,9.83,1.96,1652000400,08-05-2022 ,9:00:00
1,453.95,0.42,3.3,60.08,3.34,9.8,12.63,3.7,1652004000,08-05-2022 ,10:00:00
2,534.06,0.58,7.28,65.09,4.11,14.18,17.81,6.08,1652007600,08-05-2022 ,11:00:00
2,600.81,0.27,12.34,51.5,4.29,17.24,21.08,7.66,1652011200,08-05-2022 ,12:00:00
2,594.14,0,13.71,29.68,3.52,16.46,19.54,7.41,1652014800,08-05-2022 ,13:00:00
2,580.79,0.01,12.51,16.45,3.07,15.86,18.47,6.21,1652018400,08-05-2022 ,14:00:00
2,574.11,0.06,11.48,9.3,2.98,16.67,19.24,5.07,1652022000,08-05-2022 ,15:00:00
2,567.44,0.32,10.45,4.47,2.77,17.63,20.35,4.12,1652025600,08-05-2022 ,16:00:00
2,567.44,1.13,9.6,1.4,2.5,18.74,21.86,3.55,1652029200,08-05-2022 ,17:00:00
2,540.73,1.93,8.14,0.5,1.89,17.77,20.92,3.04,1652032800,08-05-2022 ,18:00:00
2,514.03,2.24,7.03,0.27,1.46,16.96,20,2.88,1652036400,08-05-2022 ,19:00:00
2,500.68,2.1,6,0.21,1.48,17.29,20.39,2.72,1652040000,08-05-2022 ,20:00:00
2,480.65,1.66,4.88,0.24,1.39,17.13,20.16,2.56,1652043600,08-05-2022 ,21:00:00
2,453.95,1.27,4.11,0.32,1.34,16.8,19.78,2.41,1652047200,08-05-2022 ,22:00:00
2,453.95,1.05,4.07,0.41,1.52,17.53,20.6,2.44,1652050800,08-05-2022 ,23:00:00
2,473.98,1.02,4.8,0.83,1.97,19.54,22.89,2.82,1652054400,09-05-2022 ,0:00:00
2,467.3,0.48,5.48,7.69,2.77,18.7,21.58,2.79,1652058000,09-05-2022 ,1:00:00
3,520.71,0.59,7.97,18.6,4.35,20.61,23.89,3.86,1652061600,09-05-2022 ,2:00:00
3,607.49,0.56,10.97,34.33,7.39,24.81,28.72,5.13,1652065200,09-05-2022 ,3:00:00
2,487.33,0.22,5.18,45.78,6.32,17.13,22.13,3.1,1652068800,09-05-2022 ,4:00:00
2,460.62,0.19,4.16,53.64,5.96,16.07,21.39,3.07,1652072400,09-05-2022 ,5:00:00
2,460.62,0.18,3.94,56.51,6.32,16.36,21.68,3.32,1652076000,09-05-2022 ,6:00:00
2,473.98,0.09,4.07,50.78,6.56,16.71,21.77,3.77,1652079600,09-05-2022 ,7:00:00
2,480.65,0.07,4.33,41.48,6.44,17.1,21.81,4.18,1652083200,09-05-2022 ,8:00:00
2,480.65,0.06,4.28,34.69,5.9,16.95,21.31,4.43,1652086800,09-05-2022 ,9:00:00
2,534.06,0.08,8.05,25.39,5.78,19.61,24.34,5.76,1652090400,09-05-2022 ,10:00:00
4,640.87,0.11,15.08,16.63,6.02,25.46,31.44,7.35,1652094000,09-05-2022 ,11:00:00
4,747.68,0.24,22.62,9.12,6.2,31.21,38.76,7.85,1652097600,09-05-2022 ,12:00:00
4,847.82,0.88,28.1,3.71,6.79,36.43,44.97,8.11,1652101200,09-05-2022 ,13:00:00
4,921.25,1.44,28.1,1.9,7.45,41.29,50.55,8.49,1652104800,09-05-2022 ,14:00:00
4,947.95,1.55,25.7,1.36,7.75,45.18,55.19,8.74,1652108400,09-05-2022 ,15:00:00
5,1068.12,4.08,23.31,0.32,7.87,53.41,65.64,10.89,1652112000,09-05-2022 ,16:00:00
5,1228.33,9.05,21.25,0.02,8.34,65.53,80.43,14.19,1652115600,09-05-2022 ,17:00:00
5,1295.09,13.63,18.85,0,8.23,72.24,88.33,16.72,1652119200,09-05-2022 ,18:00:00
5,1308.44,16.76,16.62,0,7.75,75.72,91.4,20.27,1652122800,09-05-2022 ,19:00:00
5,1321.79,18.1,13.71,0,6.68,78.55,92.94,17.99,1652126400,09-05-2022 ,20:00:00
5,1268.39,17.21,11.31,0,5.13,78.45,90.73,12.67,1652130000,09-05-2022 ,21:00:00
5,1108.17,10.39,12.34,0.01,4.59,68.86,78.33,7.85,1652133600,09-05-2022 ,22:00:00
5,1001.36,5.64,12.51,0.03,4.35,61.18,68.56,5.38,1652137200,09-05-2022 ,23:00:00
5,921.25,3.05,12.17,0.98,5.07,55.31,60.62,4.24,1652140800,10-05-2022 ,0:00:00
4,660.9,0.89,8.91,19.49,7.27,38.51,41.43,2.37,1652144400,10-05-2022 ,1:00:00
4,620.84,0.65,7.37,45.78,7.27,35.8,38.32,2.44,1652148000,10-05-2022 ,2:00:00
4,660.9,0.59,6.85,75.82,8.94,38.11,40.7,2.98,1652151600,10-05-2022 ,3:00:00
4,647.54,0.36,5.01,87.98,9.18,35.03,37.24,2.91,1652155200,10-05-2022 ,4:00:00
4,594.14,0.26,3.98,76.53,8.11,29,30.85,2.72,1652158800,10-05-2022 ,5:00:00
4,554.08,0.22,3.56,67.95,7.63,25.68,27.4,2.66,1652162400,10-05-2022 ,6:00:00
2,467.3,0.13,3.26,49.35,5.42,17.39,18.8,2.25,1652166000,10-05-2022 ,7:00:00
2,390.53,0.14,2.83,38.27,3.61,10.03,11.1,1.85,1652169600,10-05-2022 ,8:00:00
1,357.15,0.14,2.55,34.69,2.92,6.71,7.53,1.65,1652173200,10-05-2022 ,9:00:00
1,377.18,0.41,4.46,32.54,3.87,7.22,8.29,2.82,1652176800,10-05-2022 ,10:00:00
1,427.25,0.77,7.28,36.12,5.07,9.91,11.62,4.24,1652180400,10-05-2022 ,11:00:00
2,473.98,0.51,10.8,32.9,5.3,11.64,13.96,4.75,1652184000,10-05-2022 ,12:00:00
2,547.41,0.03,16.11,19.67,5.48,14.65,17.75,5.45,1652187600,10-05-2022 ,13:00:00
3,654.22,0.24,19.54,9.48,5.9,20.46,25.02,6.59,1652191200,10-05-2022 ,14:00:00
4,761.03,0.75,20.39,4.47,6.32,27.3,33.55,7.41,1652194800,10-05-2022 ,15:00:00
4,827.79,1.31,19.19,2.17,5.96,32.81,39.92,6.78,1652198400,10-05-2022 ,16:00:00
4,867.84,2.12,17.31,0.91,5.42,36.86,43.91,6.08,1652202000,10-05-2022 ,17:00:00
4,867.84,2.91,15.42,0.35,4.47,37.65,43.89,5.32,1652205600,10-05-2022 ,18:00:00
4,867.84,3.24,14.74,0.25,4.17,37.59,43.07,6.71,1652209200,10-05-2022 ,19:00:00
4,834.47,2.57,13.37,0.27,3.76,36.48,41.32,6.59,1652212800,10-05-2022 ,20:00:00
4,781.06,1.9,11.48,0.28,3.43,34.22,38.47,6.52,1652216400,10-05-2022 ,21:00:00
4,741,1.55,9.85,0.26,3.28,32.48,35.77,6.27,1652220000,10-05-2022 ,22:00:00
4,707.63,1.42,8.65,0.31,3.19,31.26,34.11,5.38,1652223600,10-05-2022 ,23:00:00
4,654.22,1.23,7.97,1.52,3.49,27.91,30.39,4.43,1652227200,11-05-2022 ,0:00:00
2,487.33,0.66,6.08,11.8,5.01,16.82,18.26,2.82,1652230800,11-05-2022 ,1:00:00
2,473.98,0.54,6.25,23.25,5.84,15.7,17.3,2.82,1652234400,11-05-2022 ,2:00:00
2,473.98,0.42,6.51,29.33,6.02,14.79,16.62,2.66,1652238000,11-05-2022 ,3:00:00
1,383.85,0.32,3.77,32.19,3.73,7.39,8.55,1.68,1652241600,11-05-2022 ,4:00:00
1,340.46,0.3,2.42,36.12,2.89,4.34,5.24,1.46,1652245200,11-05-2022 ,5:00:00
1,320.43,0.26,1.74,37.91,2.56,2.96,3.67,1.31,1652248800,11-05-2022 ,6:00:00
1,310.42,0.23,1.48,35.76,2.18,2.2,2.76,1.14,1652252400,11-05-2022 ,7:00:00
1,313.76,0.25,1.65,32.9,2.09,2.19,2.67,1.12,1652256000,11-05-2022 ,8:00:00
1,317.1,0.27,2.01,30.76,2.32,2.53,2.98,1.22,1652259600,11-05-2022 ,9:00:00
1,343.8,0.41,3.64,29.33,3.4,3.69,4.33,1.96,1652263200,11-05-2022 ,10:00:00
1,383.85,0.56,6.25,27.18,4.41,5.37,6.39,2.75,1652266800,11-05-2022 ,11:00:00
1,413.89,0.38,9.17,20.03,4.65,6.55,7.89,2.98,1652270400,11-05-2022 ,12:00:00
1,440.6,0.06,11.31,12.16,4.89,7.74,9.32,3.04,1652274000,11-05-2022 ,13:00:00
1,453.95,0.08,10.11,9.57,5.01,9.16,10.98,2.91,1652277600,11-05-2022 ,14:00:00
1,453.95,0.06,8.05,9.39,4.53,9.89,11.84,2.6,1652281200,11-05-2022 ,15:00:00
2,467.3,0.09,7.37,7.6,4.17,11.56,13.86,2.79,1652284800,11-05-2022 ,16:00:00
2,514.03,0.23,8.4,4.38,4.23,14.81,17.78,3.29,1652288400,11-05-2022 ,17:00:00
2,534.06,0.39,8.83,2.59,3.93,16.66,19.71,3.32,1652292000,11-05-2022 ,18:00:00
2,520.71,0.32,8.23,2.17,3.34,16.37,18.99,3.23,1652295600,11-05-2022 ,19:00:00
2,494,0.14,6.85,2.62,2.89,15.07,17.08,2.98,1652299200,11-05-2022 ,20:00:00
2,453.95,0.06,5.48,3.62,2.86,13.26,14.67,2.63,1652302800,11-05-2022 ,21:00:00
2,403.88,0.02,4.16,5.81,3.25,10.56,11.37,1.98,1652306400,11-05-2022 ,22:00:00
2,393.87,0.02,4.07,5.99,3.7,10.03,10.75,2.06,1652310000,11-05-2022 ,23:00:00
2,397.21,0.04,4.41,5.68,4.35,10.06,10.8,2.31,1652313600,12-05-2022 ,0:00:00
2,403.88,0.17,5.1,6.35,5.3,10.07,10.84,2.41,1652317200,12-05-2022 ,1:00:00
1,420.57,0.36,5.91,9.57,5.9,9.93,10.94,2.34,1652320800,12-05-2022 ,2:00:00
1,413.89,0.42,5.91,16.45,5.19,8.07,9.19,1.88,1652324400,12-05-2022 ,3:00:00
1,323.77,0.31,3,26.11,2.56,3.44,4.16,1.12,1652328000,12-05-2022 ,4:00:00
1,290.39,0.27,2.03,30.76,2,2.12,2.66,1,1652331600,12-05-2022 ,5:00:00
1,273.7,0.24,1.61,33.62,1.86,1.64,2.05,0.92,1652335200,12-05-2022 ,6:00:00
1,267.03,0.22,1.46,35.76,1.64,1.33,1.68,0.85,1652338800,12-05-2022 ,7:00:00
1,267.03,0.23,1.59,36.48,1.64,1.31,1.65,0.89,1652342400,12-05-2022 ,8:00:00
1,273.7,0.24,1.78,38.98,1.8,1.45,1.81,0.99,1652346000,12-05-2022 ,9:00:00
1,293.73,0.36,2.72,40.41,2.56,2.09,2.64,1.5,1652349600,12-05-2022 ,10:00:00
1,323.77,0.45,4.54,38.27,3.31,3.08,3.94,2.12,1652353200,12-05-2022 ,11:00:00
1,353.81,0.25,7.11,31.47,3.73,4.01,5.13,2.44,1652356800,12-05-2022 ,12:00:00
1,427.25,0.02,12.51,19.85,4.29,6.92,8.81,3.45,1652360400,12-05-2022 ,13:00:00
2,534.06,0.12,16.11,11,5.01,12.15,15.44,4.31,1652364000,12-05-2022 ,14:00:00
2,620.84,0.3,16.11,6.97,5.3,17.15,21.87,4.75,1652367600,12-05-2022 ,15:00:00
3,667.57,0.5,14.91,5.1,5.3,20.75,26.17,5.13,1652371200,12-05-2022 ,16:00:00
3,714.3,0.92,14.39,3.26,5.25,23.97,29.56,5.45,1652374800,12-05-2022 ,17:00:00
4,747.68,1.52,14.39,1.79,4.95,25.96,31.26,5.57,1652378400,12-05-2022 ,18:00:00
4,720.98,1.17,13.19,1.83,4.17,25.05,29.42,5.13,1652382000,12-05-2022 ,19:00:00
3,654.22,0.36,10.88,3.22,3.87,22.41,25.41,4.18,1652385600,12-05-2022 ,20:00:00
2,574.11,0.08,8.65,5.28,4.23,18.72,20.7,3.29,1652389200,12-05-2022 ,21:00:00
2,460.62,0.02,6.68,8.05,5.3,12.99,14.1,2.5,1652392800,12-05-2022 ,22:00:00
2,407.22,0.02,5.74,8.58,5.48,10.31,11.15,2.44,1652396400,12-05-2022 ,23:00:00
1,373.84,0.03,5.01,9.12,5.19,8.26,8.99,2.47,1652400000,13-05-2022 ,0:00:00
1,343.8,0.22,4.54,11,4.65,6.08,6.74,2.18,1652403600,13-05-2022 ,1:00:00
1,343.8,0.58,4.67,16.99,4.59,5.26,6.06,2.15,1652407200,13-05-2022 ,2:00:00
1,347.14,0.65,4.24,27.89,3.87,4.76,5.69,2.06,1652410800,13-05-2022 ,3:00:00
1,293.73,0.32,2.63,34.69,2.65,2.72,3.44,1.47,1652414400,13-05-2022 ,4:00:00
1,270.37,0.16,2.12,34.33,2.21,1.7,2.3,1.23,1652418000,13-05-2022 ,5:00:00
1,253.68,0.07,1.84,32.9,1.94,1.14,1.59,1.01,1652421600,13-05-2022 ,6:00:00
1,243.66,0.05,1.69,31.11,1.68,0.89,1.24,0.89,1652425200,13-05-2022 ,7:00:00
1,240.33,0.08,2.03,25.39,1.86,1.05,1.42,1.01,1652428800,13-05-2022 ,8:00:00
1,240.33,0.1,2.53,21.28,2.24,1.32,1.72,1.14,1652432400,13-05-2022 ,9:00:00
1,250.34,0.12,3.43,18.78,2.77,1.72,2.2,1.38,1652436000,13-05-2022 ,10:00:00
1,267.03,0.1,4.88,16.63,3.34,2.32,2.96,1.6,1652439600,13-05-2022 ,11:00:00
1,287.06,0.04,6.43,15.2,3.58,2.82,3.6,1.74,1652443200,13-05-2022 ,12:00:00
1,327.11,0.05,8.91,12.34,4.23,4.16,5.22,2.34,1652446800,13-05-2022 ,13:00:00
1,393.87,0.14,11.14,8.4,5.25,7.13,8.89,3.29,1652450400,13-05-2022 ,14:00:00
2,453.95,0.28,12,5.9,5.72,10.37,12.93,3.89,1652454000,13-05-2022 ,15:00:00
2,480.65,0.27,11.65,4.78,5.6,12.3,15.27,4.02,1652457600,13-05-2022 ,16:00:00
2,487.33,0.23,11.31,4.34,5.3,12.85,15.84,3.8,1652461200,13-05-2022 ,17:00:00
2,460.62,0.16,10.62,4.38,4.71,11.69,14.31,3.29,1652464800,13-05-2022 ,18:00:00
2,427.25,0.12,9.34,5.05,3.87,10.2,12.35,3.13,1652468400,13-05-2022 ,19:00:00
1,390.53,0.04,7.45,5.99,2.86,8.53,10.26,2.91,1652472000,13-05-2022 ,20:00:00
1,360.49,0.02,6,7.06,2.29,6.86,8.24,2.69,1652475600,13-05-2022 ,21:00:00
1,340.46,0.01,5.06,8.67,2.12,5.64,6.76,2.56,1652479200,13-05-2022 ,22:00:00
1,327.11,0.01,4.5,10.82,2.32,4.97,5.89,2.5,1652482800,13-05-2022 ,23:00:00
1,327.11,0.01,4.37,13.59,2.77,4.8,5.56,2.53,1652486400,14-05-2022 ,0:00:00
1,320.43,0.05,4.11,18.42,3.16,3.84,4.46,2.15,1652490000,14-05-2022 ,1:00:00
1,333.79,0.1,5.01,21.28,3.81,4,4.71,2.22,1652493600,14-05-2022 ,2:00:00
1,350.48,0.17,6,23.6,4.41,4.94,5.82,2.37,1652497200,14-05-2022 ,3:00:00
1,320.43,0.12,4.41,29.68,3.34,3.88,4.62,1.8,1652500800,14-05-2022 ,4:00:00
1,300.41,0.11,3.51,30.04,2.89,3.33,4.08,1.65,1652504400,14-05-2022 ,5:00:00
1,283.72,0.1,3,28.25,2.68,2.71,3.45,1.57,1652508000,14-05-2022 ,6:00:00
1,257.02,0.09,2.33,26.82,2.26,1.87,2.52,1.42,1652511600,14-05-2022 ,7:00:00
1,240.33,0.08,1.99,26.11,2,1.35,1.86,1.28,1652515200,14-05-2022 ,8:00:00
1,236.99,0.07,1.93,27.54,1.97,1.2,1.58,1.22,1652518800,14-05-2022 ,9:00:00
1,280.38,0.19,4.84,21.46,2.47,2.45,3.2,2.34,1652522400,14-05-2022 ,10:00:00
1,363.83,0.34,10.11,13.59,3.16,5.05,6.54,3.55,1652526000,14-05-2022 ,11:00:00
1,447.27,0.48,16.11,7.6,3.81,7.78,9.94,4.75,1652529600,14-05-2022 ,12:00:00
2,620.84,5.42,21.42,0.96,5.01,13.95,17.36,7.73,1652533200,14-05-2022 ,13:00:00
3,847.82,15.42,18.85,0.01,6.32,24.32,29.68,10.77,1652536800,14-05-2022 ,14:00:00
4,1041.41,22.13,15.59,0,7.45,35.29,42.69,13.68,1652540400,14-05-2022 ,15:00:00
4,1161.58,26.15,12.68,0,7.21,43.95,52.46,13.43,1652544000,14-05-2022 ,16:00:00
4,1188.28,28.16,10.28,0,5.01,47.31,54.88,7.22,1652547600,14-05-2022 ,17:00:00
4,1001.36,22.58,10.11,0.02,2.98,38.84,42.69,3.61,1652551200,14-05-2022 ,18:00:00
1,393.87,0.14,9.68,12.87,3.7,9.48,10.12,1.54,1652554800,14-05-2022 ,19:00:00
1,353.81,0,6.6,14.31,3.34,7.52,8.03,1.96,1652558400,14-05-2022 ,20:00:00
1,350.48,0,6,13.05,3.55,7.65,8.17,2.44,1652562000,14-05-2022 ,21:00:00
1,353.81,0.01,5.91,11.62,3.99,8.38,8.93,2.82,1652565600,14-05-2022 ,22:00:00
1,363.83,0.01,5.83,11.09,4.71,9.34,9.93,2.98,1652569200,14-05-2022 ,23:00:00
2,373.84,0.02,5.57,11,5.19,10.23,10.87,2.98,1652572800,15-05-2022 ,0:00:00
1,357.15,0.04,5.01,11.62,4.95,8.91,9.53,2.47,1652576400,15-05-2022 ,1:00:00
1,353.81,0.1,5.65,12.34,5.13,8.3,9.07,2.41,1652580000,15-05-2022 ,2:00:00
1,363.83,0.15,6.68,14.13,5.54,8.47,9.43,2.5,1652583600,15-05-2022 ,3:00:00
1,340.46,0.1,5.57,20.56,4.71,6.66,7.58,2.09,1652587200,15-05-2022 ,4:00:00
1,313.76,0.05,4.46,23.6,3.99,5.03,5.91,1.84,1652590800,15-05-2022 ,5:00:00
1,280.38,0.04,3.56,25.75,3.37,3.5,4.24,1.58,1652594400,15-05-2022 ,6:00:00
1,247,0.02,2.42,30.04,2.21,1.87,2.43,1.19,1652598000,15-05-2022 ,7:00:00
1,233.65,0.01,2.12,31.11,1.77,1.26,1.74,1.04,1652601600,15-05-2022 ,8:00:00
1,230.31,0,2.25,28.97,1.79,1.15,1.58,1.08,1652605200,15-05-2022 ,9:00:00
1,343.8,0.47,9.77,12.16,2.56,4.44,5.96,4.24,1652608800,15-05-2022 ,10:00:00
1,514.03,3.8,15.08,2.46,3.28,9.87,12.85,6.02,1652612400,15-05-2022 ,11:00:00
2,674.25,13.3,15.08,0.21,4.23,15.33,19.59,8.04,1652616000,15-05-2022 ,12:00:00
3,867.84,26.6,15.08,0,6.62,22.88,28.6,14.69,1652619600,15-05-2022 ,13:00:00
4,1081.47,37.1,15.94,0,10.49,33.19,40.88,25.33,1652623200,15-05-2022 ,14:00:00
4,1268.39,42.02,17.31,0,15.14,44.48,54.27,38,1652626800,15-05-2022 ,15:00:00
5,1415.25,44.7,18.34,0,18.12,55.28,66,46.61,1652630400,15-05-2022 ,16:00:00
5,1508.71,46.94,16.62,0,16.45,64.64,75.01,41.54,1652634000,15-05-2022 ,17:00:00
5,1455.31,44.7,13.71,0,10.37,65.45,74.07,23.05,1652637600,15-05-2022 ,18:00:00
4,1028.06,22.35,14.57,0,4.83,42.99,48.12,7.54,1652641200,15-05-2022 ,19:00:00
4,807.76,9.95,14.22,0.03,3.76,32.13,35.83,5.32,1652644800,15-05-2022 ,20:00:00
4,694.27,4.36,14.05,0.23,3.7,26.74,29.51,4.43,1652648400,15-05-2022 ,21:00:00
2,487.33,0.26,11.65,3.17,4.71,15.97,17.39,3.01,1652652000,15-05-2022 ,22:00:00
2,410.56,0.03,8.65,5.01,5.36,11.96,12.93,2.72,1652655600,15-05-2022 ,23:00:00
2,387.19,0.06,7.54,6.35,6.02,10.66,11.57,2.79,1652659200,16-05-2022 ,0:00:00
1,370.5,0.28,6.94,8.85,6.5,9.71,10.59,2.63,1652662800,16-05-2022 ,1:00:00
1,377.18,0.46,7.2,13.59,7.03,9.15,10.18,2.69,1652666400,16-05-2022 ,2:00:00
1,383.85,0.41,7.2,17.88,6.85,8.24,9.42,2.6,1652670000,16-05-2022 ,3:00:00
1,347.14,0.06,6.25,18.6,5.13,5.92,7,2.22,1652673600,16-05-2022 ,4:00:00
1,343.8,0.04,6.6,16.09,5.42,6.03,7.27,2.44,1652677200,16-05-2022 ,5:00:00
1,350.48,0.04,7.37,13.77,6.02,6.49,7.86,2.69,1652680800,16-05-2022 ,6:00:00
1,330.45,0.42,6.17,18.78,5.48,5.64,7.06,2.66,1652684400,16-05-2022 ,7:00:00
1,297.07,0.48,4.07,33.26,4.29,3.87,5.04,2.25,1652688000,16-05-2022 ,8:00:00
1,273.7,0.39,2.87,42.92,3.64,2.66,3.58,1.95,1652691600,16-05-2022 ,9:00:00
1,423.91,1.75,10.54,35.76,3.76,7.38,9.63,5,1652695200,16-05-2022 ,10:00:00
2,687.6,2.04,22.96,27.18,4.71,17.35,21.72,7.28,1652698800,16-05-2022 ,11:00:00
4,947.95,1.7,38.04,9.83,6.38,27.78,33.84,9.88,1652702400,16-05-2022 ,12:00:00
4,1148.22,9.5,41.13,0.27,7.99,36.74,43.67,12.79,1652706000,16-05-2022 ,13:00:00
4,1268.39,19.89,30.85,0.01,7.57,45.77,53.69,10.39,1652709600,16-05-2022 ,14:00:00
5,1308.44,23.25,22.96,0.01,6.5,51.4,60.14,7.03,1652713200,16-05-2022 ,15:00:00
4,1001.36,9.28,22.62,0.16,5.19,39.82,46.7,5.19,1652716800,16-05-2022 ,16:00:00
4,921.25,6.87,18.68,0.13,4.71,37.51,44.27,6.08,1652720400,16-05-2022 ,17:00:00
4,921.25,8.94,14.91,0.04,4.41,38.96,46.01,7.54,1652724000,16-05-2022 ,18:00:00
4,1028.06,12.18,13.02,0.01,4.11,45.88,52.93,8.49,1652727600,16-05-2022 ,19:00:00
4,947.95,10.62,9.85,0.02,2.89,42.7,47.95,4.75,1652731200,16-05-2022 ,20:00:00
3,627.52,4.53,7.11,0.25,2.06,24.99,27.04,2.69,1652734800,16-05-2022 ,21:00:00
1,313.76,0.18,4.58,1.43,2.15,7.4,8.01,1.98,1652738400,16-05-2022 ,22:00:00
1,280.38,0.13,3.73,1.42,2.5,5.67,6.21,2.18,1652742000,16-05-2022 ,23:00:00
1,287.06,0.28,4.03,1.56,3.52,5.91,6.5,2.6,1652745600,17-05-2022 ,0:00:00
1,303.75,0.42,4.93,3.08,4.95,6.46,7.12,2.66,1652749200,17-05-2022 ,1:00:00
1,353.81,0.64,7.45,5.9,6.97,8.84,9.86,3.17,1652752800,17-05-2022 ,2:00:00
2,427.25,0.57,10.11,11.8,8.58,12.43,13.92,3.55,1652756400,17-05-2022 ,3:00:00
1,367.16,0.21,6.43,17.88,5.36,8.26,9.34,2.37,1652760000,17-05-2022 ,4:00:00
1,327.11,0.15,4.37,20.38,3.67,5.73,6.69,1.87,1652763600,17-05-2022 ,5:00:00
1,287.06,0.15,3.21,20.92,2.89,3.65,4.43,1.54,1652767200,17-05-2022 ,6:00:00
1,247,0.09,2.31,20.74,2.35,1.97,2.52,1.27,1652770800,17-05-2022 ,7:00:00
1,236.99,0.09,2.23,22.17,2.32,1.51,1.97,1.31,1652774400,17-05-2022 ,8:00:00
1,243.66,0.1,2.53,24.68,2.62,1.57,2.03,1.52,1652778000,17-05-2022 ,9:00:00
1,257.02,0.04,3.26,24.68,3.13,1.96,2.55,1.96,1652781600,17-05-2022 ,10:00:00
1,270.37,0.05,4.16,22.71,3.43,2.4,3.19,2.34,1652785200,17-05-2022 ,11:00:00
1,277.04,0.03,5.06,21.1,3.28,2.57,3.48,2.37,1652788800,17-05-2022 ,12:00:00
1,350.48,0.04,10.2,14.13,3.81,4.82,6.4,3.39,1652792400,17-05-2022 ,13:00:00
1,460.62,0.25,14.74,6.88,4.71,9.42,12.13,4.02,1652796000,17-05-2022 ,14:00:00
2,554.08,0.72,16.28,3.4,5.3,14.17,17.96,4.37,1652799600,17-05-2022 ,15:00:00
2,614.17,1.17,16.96,1.63,5.48,17.64,21.83,4.69,1652803200,17-05-2022 ,16:00:00
2,647.54,1.62,17.31,0.84,5.36,19.48,23.56,4.37,1652806800,17-05-2022 ,17:00:00
2,620.84,1.2,17.48,1.42,5.19,18.44,21.56,3.58,1652810400,17-05-2022 ,18:00:00
2,480.65,0.06,13.19,8.14,5.9,13.24,14.76,2.66,1652814000,17-05-2022 ,19:00:00
2,447.27,0.01,10.88,9.3,5.84,12.3,13.43,2.75,1652817600,17-05-2022 ,20:00:00
